,Reviewer_Name,Review,Rating,Time,Tat_ID
1,Crissy M.,"My husband and I went there last week for a little matching tatt. We just got married, so we wanted something cute and special. We chose 2 little love birds...",1.0,2019-07-08 22:01:50,bCHZ8GZO-NOvLt__ADdjYQ
2,Yinmin H.,Friendly staff. I got my belly piercing here and even though the just opened five minutes ago they were quick and I was able to get it done in under 5...,5.0,2019-07-24 17:23:19,bCHZ8GZO-NOvLt__ADdjYQ
3,Ashley B.,My brother and I walked in for small matching tattoos.  He showed the artist his drawing and I showed him my anatomically correct medical photo of the...,5.0,2019-08-13 18:14:54,bCHZ8GZO-NOvLt__ADdjYQ
4,Crissy M.,"My husband and I went there last week for a little matching tatt. We just got married, so we wanted something cute and special. We chose 2 little love birds...",1.0,2019-07-08 22:01:50,bCHZ8GZO-NOvLt__ADdjYQ
5,Yinmin H.,Friendly staff. I got my belly piercing here and even though the just opened five minutes ago they were quick and I was able to get it done in under 5...,5.0,2019-07-24 17:23:19,bCHZ8GZO-NOvLt__ADdjYQ
6,Ashley B.,My brother and I walked in for small matching tattoos.  He showed the artist his drawing and I showed him my anatomically correct medical photo of the...,5.0,2019-08-13 18:14:54,bCHZ8GZO-NOvLt__ADdjYQ
7,Crissy M.,"My husband and I went there last week for a little matching tatt. We just got married, so we wanted something cute and special. We chose 2 little love birds...",1.0,2019-07-08 22:01:50,bCHZ8GZO-NOvLt__ADdjYQ
8,Yinmin H.,Friendly staff. I got my belly piercing here and even though the just opened five minutes ago they were quick and I was able to get it done in under 5...,5.0,2019-07-24 17:23:19,bCHZ8GZO-NOvLt__ADdjYQ
0,Jordan B.,"So first I have to explain I've been to this shop twice and had two very different experiences. The first time was back in October 2015, I had a guy named...",1.0,2016-07-27 00:40:42,eSdo_vebiuEyYz8vtXkw_g
1,Tashanna J.,"Well first off this is Jamaica Ave so you get what you pay for...

If this review was based solely on Trigga's ability to transform my idea for a tattoo...",1.0,2013-11-01 13:26:12,eSdo_vebiuEyYz8vtXkw_g
2,Sofia J.,I came here for my first tattoo. Both of their shops are beautifully designed and always have a movie playing so even if i had to wait awhile I wouldn't be...,5.0,2015-08-13 07:52:02,eSdo_vebiuEyYz8vtXkw_g
3,Jordan B.,"So first I have to explain I've been to this shop twice and had two very different experiences. The first time was back in October 2015, I had a guy named...",1.0,2016-07-27 00:40:42,eSdo_vebiuEyYz8vtXkw_g
4,Tashanna J.,"Well first off this is Jamaica Ave so you get what you pay for...

If this review was based solely on Trigga's ability to transform my idea for a tattoo...",1.0,2013-11-01 13:26:12,eSdo_vebiuEyYz8vtXkw_g
5,Sofia J.,I came here for my first tattoo. Both of their shops are beautifully designed and always have a movie playing so even if i had to wait awhile I wouldn't be...,5.0,2015-08-13 07:52:02,eSdo_vebiuEyYz8vtXkw_g
6,Jordan B.,"So first I have to explain I've been to this shop twice and had two very different experiences. The first time was back in October 2015, I had a guy named...",1.0,2016-07-27 00:40:42,eSdo_vebiuEyYz8vtXkw_g
7,Tashanna J.,"Well first off this is Jamaica Ave so you get what you pay for...

If this review was based solely on Trigga's ability to transform my idea for a tattoo...",1.0,2013-11-01 13:26:12,eSdo_vebiuEyYz8vtXkw_g
8,Sofia J.,I came here for my first tattoo. Both of their shops are beautifully designed and always have a movie playing so even if i had to wait awhile I wouldn't be...,5.0,2015-08-13 07:52:02,eSdo_vebiuEyYz8vtXkw_g
0,L D.,"Do not get a facial piercing here - you'll be taking a risk with your health entrusting these piercers.

Got a labret done here. It looked great from the...",1.0,2019-12-06 17:49:54,aTjeD3pVNu5FCGphGBEybg
1,Jeannie S.,So my 16 yr old sister got her nose pierced at this place and since she's underaged i figured i could accompany her to get her piercing done while our mom...,1.0,2020-01-04 17:52:04,aTjeD3pVNu5FCGphGBEybg
2,Amanda P.,Not the most appealing space but they did a good job at a very fair price.  Quick ear piercing and we were on our way.  Not a lot of options as far as...,4.0,2019-07-04 13:56:56,aTjeD3pVNu5FCGphGBEybg
3,L D.,"Do not get a facial piercing here - you'll be taking a risk with your health entrusting these piercers.

Got a labret done here. It looked great from the...",1.0,2019-12-06 17:49:54,aTjeD3pVNu5FCGphGBEybg
4,Jeannie S.,So my 16 yr old sister got her nose pierced at this place and since she's underaged i figured i could accompany her to get her piercing done while our mom...,1.0,2020-01-04 17:52:04,aTjeD3pVNu5FCGphGBEybg
5,Amanda P.,Not the most appealing space but they did a good job at a very fair price.  Quick ear piercing and we were on our way.  Not a lot of options as far as...,4.0,2019-07-04 13:56:56,aTjeD3pVNu5FCGphGBEybg
6,L D.,"Do not get a facial piercing here - you'll be taking a risk with your health entrusting these piercers.

Got a labret done here. It looked great from the...",1.0,2019-12-06 17:49:54,aTjeD3pVNu5FCGphGBEybg
7,Jeannie S.,So my 16 yr old sister got her nose pierced at this place and since she's underaged i figured i could accompany her to get her piercing done while our mom...,1.0,2020-01-04 17:52:04,aTjeD3pVNu5FCGphGBEybg
8,Amanda P.,Not the most appealing space but they did a good job at a very fair price.  Quick ear piercing and we were on our way.  Not a lot of options as far as...,4.0,2019-07-04 13:56:56,aTjeD3pVNu5FCGphGBEybg
0,Widjaja P.,"Got inked by the owner Manny.
He's an incredible artist who has amazing hands.
He doesn't do outlining and ensuring the image is smoothly done, without hard...",4.0,2016-05-13 17:31:40,YKsJKz4mqp4KdN9EVV_7kA
1,Jessie L.,"Yesterday I saw a row of cars ticketed. But it was a Wednesday and these were legal spots all day. 

Found this terrible ad on the ground. Just creating...",1.0,2019-04-04 06:51:02,YKsJKz4mqp4KdN9EVV_7kA
2,Jon M.,You know what's cool? Disguising your adverts as a parking ticket and leaving them on people's windshields. You could give the best tattoos in the world but...,1.0,2019-04-04 19:15:02,YKsJKz4mqp4KdN9EVV_7kA
3,Widjaja P.,"Got inked by the owner Manny.
He's an incredible artist who has amazing hands.
He doesn't do outlining and ensuring the image is smoothly done, without hard...",4.0,2016-05-13 17:31:40,YKsJKz4mqp4KdN9EVV_7kA
4,Jessie L.,"Yesterday I saw a row of cars ticketed. But it was a Wednesday and these were legal spots all day. 

Found this terrible ad on the ground. Just creating...",1.0,2019-04-04 06:51:02,YKsJKz4mqp4KdN9EVV_7kA
5,Jon M.,You know what's cool? Disguising your adverts as a parking ticket and leaving them on people's windshields. You could give the best tattoos in the world but...,1.0,2019-04-04 19:15:02,YKsJKz4mqp4KdN9EVV_7kA
6,Widjaja P.,"Got inked by the owner Manny.
He's an incredible artist who has amazing hands.
He doesn't do outlining and ensuring the image is smoothly done, without hard...",4.0,2016-05-13 17:31:40,YKsJKz4mqp4KdN9EVV_7kA
7,Jessie L.,"Yesterday I saw a row of cars ticketed. But it was a Wednesday and these were legal spots all day. 

Found this terrible ad on the ground. Just creating...",1.0,2019-04-04 06:51:02,YKsJKz4mqp4KdN9EVV_7kA
8,Jon M.,You know what's cool? Disguising your adverts as a parking ticket and leaving them on people's windshields. You could give the best tattoos in the world but...,1.0,2019-04-04 19:15:02,YKsJKz4mqp4KdN9EVV_7kA
0,Q J.,"The guy who pierced my ear was not personable (nonchalant and a little arrogant) at all!! Terrible experience. Although the pricing was great, the...",3.0,2019-10-05 15:16:57,YQytpyLKFGWYAQUlYuaS4g
1,Billie M.,I wanted to bring out a tattoo that I got a few years ago the shop I originally wanted to go to was closed they were open and actually met me to bring me to...,1.0,2020-01-30 13:43:03,YQytpyLKFGWYAQUlYuaS4g
2,Trini M.,I really wish I could put less than one star because I go there ask for a butterfly tattoo on my foot and how can you fuck up a butterfly. If you been...,1.0,2019-07-19 15:52:28,YQytpyLKFGWYAQUlYuaS4g
3,Q J.,"The guy who pierced my ear was not personable (nonchalant and a little arrogant) at all!! Terrible experience. Although the pricing was great, the...",3.0,2019-10-05 15:16:57,YQytpyLKFGWYAQUlYuaS4g
4,Billie M.,I wanted to bring out a tattoo that I got a few years ago the shop I originally wanted to go to was closed they were open and actually met me to bring me to...,1.0,2020-01-30 13:43:03,YQytpyLKFGWYAQUlYuaS4g
5,Trini M.,I really wish I could put less than one star because I go there ask for a butterfly tattoo on my foot and how can you fuck up a butterfly. If you been...,1.0,2019-07-19 15:52:28,YQytpyLKFGWYAQUlYuaS4g
6,Q J.,"The guy who pierced my ear was not personable (nonchalant and a little arrogant) at all!! Terrible experience. Although the pricing was great, the...",3.0,2019-10-05 15:16:57,YQytpyLKFGWYAQUlYuaS4g
7,Billie M.,I wanted to bring out a tattoo that I got a few years ago the shop I originally wanted to go to was closed they were open and actually met me to bring me to...,1.0,2020-01-30 13:43:03,YQytpyLKFGWYAQUlYuaS4g
8,Trini M.,I really wish I could put less than one star because I go there ask for a butterfly tattoo on my foot and how can you fuck up a butterfly. If you been...,1.0,2019-07-19 15:52:28,YQytpyLKFGWYAQUlYuaS4g
0,Chandler S.,Says they accept walk in's so I came in hoping to get a small tattoo. I'm visiting from LA and was in the area hoping to get a small 5-letter homage to...,1.0,2019-05-10 12:44:02,9j7_Vz0ErRfjPWIItcjZ8g
1,Jonathan M.,"I got my 1 piercing done here and it was amazing experience super clean, really friendly and knowledgeable. I would recommend this location to anyone to try.",5.0,2018-12-30 20:01:25,9j7_Vz0ErRfjPWIItcjZ8g
2,K H.,"Decided on the fly I wanted to get more ear piercings, I called and they were about to close but said I could still come in. Lady who pierced me seemed a...",5.0,2018-06-17 18:16:32,9j7_Vz0ErRfjPWIItcjZ8g
3,Chandler S.,Says they accept walk in's so I came in hoping to get a small tattoo. I'm visiting from LA and was in the area hoping to get a small 5-letter homage to...,1.0,2019-05-10 12:44:02,9j7_Vz0ErRfjPWIItcjZ8g
4,Jonathan M.,"I got my 1 piercing done here and it was amazing experience super clean, really friendly and knowledgeable. I would recommend this location to anyone to try.",5.0,2018-12-30 20:01:25,9j7_Vz0ErRfjPWIItcjZ8g
5,K H.,"Decided on the fly I wanted to get more ear piercings, I called and they were about to close but said I could still come in. Lady who pierced me seemed a...",5.0,2018-06-17 18:16:32,9j7_Vz0ErRfjPWIItcjZ8g
6,Chandler S.,Says they accept walk in's so I came in hoping to get a small tattoo. I'm visiting from LA and was in the area hoping to get a small 5-letter homage to...,1.0,2019-05-10 12:44:02,9j7_Vz0ErRfjPWIItcjZ8g
7,Jonathan M.,"I got my 1 piercing done here and it was amazing experience super clean, really friendly and knowledgeable. I would recommend this location to anyone to try.",5.0,2018-12-30 20:01:25,9j7_Vz0ErRfjPWIItcjZ8g
8,K H.,"Decided on the fly I wanted to get more ear piercings, I called and they were about to close but said I could still come in. Lady who pierced me seemed a...",5.0,2018-06-17 18:16:32,9j7_Vz0ErRfjPWIItcjZ8g
0,Luis L.,"I tend to be very particular with my tattoos and the artist doing them, as you should, and I loved the work I got done by Phil. The decor of this place is a...",5.0,2019-09-01 07:01:22,bBy2zEsjTVVCbtKzMuFs7g
1,Michelle L.,"We were visiting from CA, looking for a tattoo parlor for our daughter. As we shopped online 7 Tattoo stood out among others. Everyone at the shop is so...",5.0,2017-07-21 21:38:10,bBy2zEsjTVVCbtKzMuFs7g
2,Luis L.,"I tend to be very particular with my tattoos and the artist doing them, as you should, and I loved the work I got done by Phil. The decor of this place is a...",5.0,2019-09-01 07:01:22,bBy2zEsjTVVCbtKzMuFs7g
3,Michelle L.,"We were visiting from CA, looking for a tattoo parlor for our daughter. As we shopped online 7 Tattoo stood out among others. Everyone at the shop is so...",5.0,2017-07-21 21:38:10,bBy2zEsjTVVCbtKzMuFs7g
4,Luis L.,"I tend to be very particular with my tattoos and the artist doing them, as you should, and I loved the work I got done by Phil. The decor of this place is a...",5.0,2019-09-01 07:01:22,bBy2zEsjTVVCbtKzMuFs7g
5,Michelle L.,"We were visiting from CA, looking for a tattoo parlor for our daughter. As we shopped online 7 Tattoo stood out among others. Everyone at the shop is so...",5.0,2017-07-21 21:38:10,bBy2zEsjTVVCbtKzMuFs7g
0,Gigi M.,"Best tattoo shop in Staten Island. They are super friendly, so very talented, they don't rush you, and extremely fair in price. I would rate it 1000 stars...",5.0,2020-01-04 02:03:49,nTdlPubeBxLUMqQZ2pAhPQ
1,Jennifer S.,I brought my daughter her for a nose piercing I was a nervous wreck. Beth did a great job and my daughter loves it!,5.0,2019-08-16 16:19:29,nTdlPubeBxLUMqQZ2pAhPQ
2,Romeo M.,"Very clean. Friendly staff. Cool atmosphere. They play dope music. Also have a little media center if you have kids, central air and heat lol. Really...",5.0,2017-07-01 15:29:37,nTdlPubeBxLUMqQZ2pAhPQ
3,Gigi M.,"Best tattoo shop in Staten Island. They are super friendly, so very talented, they don't rush you, and extremely fair in price. I would rate it 1000 stars...",5.0,2020-01-04 02:03:49,nTdlPubeBxLUMqQZ2pAhPQ
4,Jennifer S.,I brought my daughter her for a nose piercing I was a nervous wreck. Beth did a great job and my daughter loves it!,5.0,2019-08-16 16:19:29,nTdlPubeBxLUMqQZ2pAhPQ
5,Romeo M.,"Very clean. Friendly staff. Cool atmosphere. They play dope music. Also have a little media center if you have kids, central air and heat lol. Really...",5.0,2017-07-01 15:29:37,nTdlPubeBxLUMqQZ2pAhPQ
6,Gigi M.,"Best tattoo shop in Staten Island. They are super friendly, so very talented, they don't rush you, and extremely fair in price. I would rate it 1000 stars...",5.0,2020-01-04 02:03:49,nTdlPubeBxLUMqQZ2pAhPQ
7,Jennifer S.,I brought my daughter her for a nose piercing I was a nervous wreck. Beth did a great job and my daughter loves it!,5.0,2019-08-16 16:19:29,nTdlPubeBxLUMqQZ2pAhPQ
8,Romeo M.,"Very clean. Friendly staff. Cool atmosphere. They play dope music. Also have a little media center if you have kids, central air and heat lol. Really...",5.0,2017-07-01 15:29:37,nTdlPubeBxLUMqQZ2pAhPQ
0,Phil L.,"After searching near and far for a good artist to get my first piece done, I came across untouchable inks and was introduced to Ivan. I decided to take a...",5.0,2019-04-09 22:27:40,Q4g8UZQ-MsLQzvQuwKBzxg
1,Candice Z.,I came here to get a tattoo of a lotus flower on my back. I was referred to Ivan from someone who had got a chest piece done by him before. I wanted to...,5.0,2019-04-09 22:28:08,Q4g8UZQ-MsLQzvQuwKBzxg
2,Colleen G.,I got my latest tattoo done last night here at untouchable Inks. Ivan did a great job on it. It was actually better than I could imagine. His attention to...,5.0,2019-04-30 08:38:38,Q4g8UZQ-MsLQzvQuwKBzxg
3,Phil L.,"After searching near and far for a good artist to get my first piece done, I came across untouchable inks and was introduced to Ivan. I decided to take a...",5.0,2019-04-09 22:27:40,Q4g8UZQ-MsLQzvQuwKBzxg
4,Candice Z.,I came here to get a tattoo of a lotus flower on my back. I was referred to Ivan from someone who had got a chest piece done by him before. I wanted to...,5.0,2019-04-09 22:28:08,Q4g8UZQ-MsLQzvQuwKBzxg
5,Colleen G.,I got my latest tattoo done last night here at untouchable Inks. Ivan did a great job on it. It was actually better than I could imagine. His attention to...,5.0,2019-04-30 08:38:38,Q4g8UZQ-MsLQzvQuwKBzxg
6,Phil L.,"After searching near and far for a good artist to get my first piece done, I came across untouchable inks and was introduced to Ivan. I decided to take a...",5.0,2019-04-09 22:27:40,Q4g8UZQ-MsLQzvQuwKBzxg
7,Candice Z.,I came here to get a tattoo of a lotus flower on my back. I was referred to Ivan from someone who had got a chest piece done by him before. I wanted to...,5.0,2019-04-09 22:28:08,Q4g8UZQ-MsLQzvQuwKBzxg
8,Colleen G.,I got my latest tattoo done last night here at untouchable Inks. Ivan did a great job on it. It was actually better than I could imagine. His attention to...,5.0,2019-04-30 08:38:38,Q4g8UZQ-MsLQzvQuwKBzxg
0,Carlos O.,Very impressed with this location came here to see a friend get tatted wow! what an amazing job done by her artist forgot his name. He's the owner of the...,5.0,2018-12-02 12:08:21,pmwDfUwYpTWYeKsT6e52TA
1,Monica N.,"I called to see if they do walk-ins and they said yes, that was a plus! staff was very professional, the shop was very clean and they were efficient . I...",5.0,2018-08-07 21:56:15,pmwDfUwYpTWYeKsT6e52TA
2,Ashley K.,"I came here to get my first tat in August and was blown away by the service. I loved the feeling of the shop and overall, I couldn't have had a better first...",5.0,2018-10-11 19:28:25,pmwDfUwYpTWYeKsT6e52TA
3,Carlos O.,Very impressed with this location came here to see a friend get tatted wow! what an amazing job done by her artist forgot his name. He's the owner of the...,5.0,2018-12-02 12:08:21,pmwDfUwYpTWYeKsT6e52TA
4,Monica N.,"I called to see if they do walk-ins and they said yes, that was a plus! staff was very professional, the shop was very clean and they were efficient . I...",5.0,2018-08-07 21:56:15,pmwDfUwYpTWYeKsT6e52TA
5,Ashley K.,"I came here to get my first tat in August and was blown away by the service. I loved the feeling of the shop and overall, I couldn't have had a better first...",5.0,2018-10-11 19:28:25,pmwDfUwYpTWYeKsT6e52TA
6,Carlos O.,Very impressed with this location came here to see a friend get tatted wow! what an amazing job done by her artist forgot his name. He's the owner of the...,5.0,2018-12-02 12:08:21,pmwDfUwYpTWYeKsT6e52TA
7,Monica N.,"I called to see if they do walk-ins and they said yes, that was a plus! staff was very professional, the shop was very clean and they were efficient . I...",5.0,2018-08-07 21:56:15,pmwDfUwYpTWYeKsT6e52TA
8,Ashley K.,"I came here to get my first tat in August and was blown away by the service. I loved the feeling of the shop and overall, I couldn't have had a better first...",5.0,2018-10-11 19:28:25,pmwDfUwYpTWYeKsT6e52TA
0,Alina S.,Met Grin back when he worked at a shop in the west village - he did a piece on a friend that was amazing! A year or two later went back to touch up my own...,5.0,2017-03-11 09:01:37,tfrw5RFNKQym3OW1cxxaSw
1,Lara R.,One of my friends recommended Grin Stylez at Fort Apache Studio as a great place to go to get a tattoo. Having never gotten one and being a tad anxious...,4.0,2010-02-01 10:35:32,tfrw5RFNKQym3OW1cxxaSw
2,Catherine G.,"I love this tattoo studio. The artist listened and talk about my designs and help me put my ideas together. 
when i saw all of my ideas and thoughts of my...",5.0,2010-02-26 09:40:30,tfrw5RFNKQym3OW1cxxaSw
3,Alina S.,Met Grin back when he worked at a shop in the west village - he did a piece on a friend that was amazing! A year or two later went back to touch up my own...,5.0,2017-03-11 09:01:37,tfrw5RFNKQym3OW1cxxaSw
4,Lara R.,One of my friends recommended Grin Stylez at Fort Apache Studio as a great place to go to get a tattoo. Having never gotten one and being a tad anxious...,4.0,2010-02-01 10:35:32,tfrw5RFNKQym3OW1cxxaSw
5,Catherine G.,"I love this tattoo studio. The artist listened and talk about my designs and help me put my ideas together. 
when i saw all of my ideas and thoughts of my...",5.0,2010-02-26 09:40:30,tfrw5RFNKQym3OW1cxxaSw
6,Alina S.,Met Grin back when he worked at a shop in the west village - he did a piece on a friend that was amazing! A year or two later went back to touch up my own...,5.0,2017-03-11 09:01:37,tfrw5RFNKQym3OW1cxxaSw
7,Lara R.,One of my friends recommended Grin Stylez at Fort Apache Studio as a great place to go to get a tattoo. Having never gotten one and being a tad anxious...,4.0,2010-02-01 10:35:32,tfrw5RFNKQym3OW1cxxaSw
8,Catherine G.,"I love this tattoo studio. The artist listened and talk about my designs and help me put my ideas together. 
when i saw all of my ideas and thoughts of my...",5.0,2010-02-26 09:40:30,tfrw5RFNKQym3OW1cxxaSw
0,Kala J.,"Kristina is an incredible artist, businesswoman, and most importantly, a wonderful friend. Given her skill and touch, I would have followed her to New...",5.0,2019-11-25 14:24:28,uvU_ZZxcYz9BABLD9miIqw
1,Lindsey O.,I can't even begin to say how much I love Justin and the work he's done for my hair! I started coming to him two years ago when I had a meager amount of...,5.0,2019-09-25 11:33:46,uvU_ZZxcYz9BABLD9miIqw
2,Melissa C.,"Best experience ever!! Curly hair clients that want to get your hair colored but still keep the integrity of your curl pattern..you haaaaave to see Gus! 

I...",5.0,2019-10-12 11:58:19,uvU_ZZxcYz9BABLD9miIqw
3,Kala J.,"Kristina is an incredible artist, businesswoman, and most importantly, a wonderful friend. Given her skill and touch, I would have followed her to New...",5.0,2019-11-25 14:24:28,uvU_ZZxcYz9BABLD9miIqw
4,Lindsey O.,I can't even begin to say how much I love Justin and the work he's done for my hair! I started coming to him two years ago when I had a meager amount of...,5.0,2019-09-25 11:33:46,uvU_ZZxcYz9BABLD9miIqw
5,Melissa C.,"Best experience ever!! Curly hair clients that want to get your hair colored but still keep the integrity of your curl pattern..you haaaaave to see Gus! 

I...",5.0,2019-10-12 11:58:19,uvU_ZZxcYz9BABLD9miIqw
6,Kala J.,"Kristina is an incredible artist, businesswoman, and most importantly, a wonderful friend. Given her skill and touch, I would have followed her to New...",5.0,2019-11-25 14:24:28,uvU_ZZxcYz9BABLD9miIqw
7,Lindsey O.,I can't even begin to say how much I love Justin and the work he's done for my hair! I started coming to him two years ago when I had a meager amount of...,5.0,2019-09-25 11:33:46,uvU_ZZxcYz9BABLD9miIqw
8,Melissa C.,"Best experience ever!! Curly hair clients that want to get your hair colored but still keep the integrity of your curl pattern..you haaaaave to see Gus! 

I...",5.0,2019-10-12 11:58:19,uvU_ZZxcYz9BABLD9miIqw
0,Billye D.,Hands down the best. All the artists there are amazingly talented and know what they are doing and talking about. They dont just ink you they talk to you...,5.0,2020-02-15 08:44:11,yqhsMRoX_FP3GT6XyObNLg
1,Michael M.,"Ron & Dave's Tattooing, simply put, have the best artists for so many reasons. The passion you feel when you plan a meaningful tattoo becomes their passion....",5.0,2018-10-05 16:44:20,yqhsMRoX_FP3GT6XyObNLg
2,Jeffrey E.,I just got my first tattoo. Not a big deal for most but I'm 60 years old. My wife and two daughters have gotten tattoos here and said i must too. Dave and...,5.0,2018-11-01 14:05:06,yqhsMRoX_FP3GT6XyObNLg
3,Billye D.,Hands down the best. All the artists there are amazingly talented and know what they are doing and talking about. They dont just ink you they talk to you...,5.0,2020-02-15 08:44:11,yqhsMRoX_FP3GT6XyObNLg
4,Michael M.,"Ron & Dave's Tattooing, simply put, have the best artists for so many reasons. The passion you feel when you plan a meaningful tattoo becomes their passion....",5.0,2018-10-05 16:44:20,yqhsMRoX_FP3GT6XyObNLg
5,Jeffrey E.,I just got my first tattoo. Not a big deal for most but I'm 60 years old. My wife and two daughters have gotten tattoos here and said i must too. Dave and...,5.0,2018-11-01 14:05:06,yqhsMRoX_FP3GT6XyObNLg
6,Billye D.,Hands down the best. All the artists there are amazingly talented and know what they are doing and talking about. They dont just ink you they talk to you...,5.0,2020-02-15 08:44:11,yqhsMRoX_FP3GT6XyObNLg
7,Michael M.,"Ron & Dave's Tattooing, simply put, have the best artists for so many reasons. The passion you feel when you plan a meaningful tattoo becomes their passion....",5.0,2018-10-05 16:44:20,yqhsMRoX_FP3GT6XyObNLg
8,Jeffrey E.,I just got my first tattoo. Not a big deal for most but I'm 60 years old. My wife and two daughters have gotten tattoos here and said i must too. Dave and...,5.0,2018-11-01 14:05:06,yqhsMRoX_FP3GT6XyObNLg
0,Shannon W.,"Granted I am writing this review three days after microshading, but I am so beyond thrilled with my results, I just had to tell the world (Or those willing...",5.0,2020-01-31 19:34:36,ziRa7SxuAkhLYHT0MkX1KA
1,Steph Y.,Never in a million years did I think I would get my face tattooed permanently or semi-permanently. For anyone that is doing microblading/microshading for...,5.0,2019-08-16 21:30:41,ziRa7SxuAkhLYHT0MkX1KA
2,Maya S.,"I've just visited Hudson beauty bar. Such a hidden Jem in our town! The space is super clean and so beautiful, and Esther is just the nicest and so...",5.0,2019-10-16 13:13:12,ziRa7SxuAkhLYHT0MkX1KA
3,Shannon W.,"Granted I am writing this review three days after microshading, but I am so beyond thrilled with my results, I just had to tell the world (Or those willing...",5.0,2020-01-31 19:34:36,ziRa7SxuAkhLYHT0MkX1KA
4,Steph Y.,Never in a million years did I think I would get my face tattooed permanently or semi-permanently. For anyone that is doing microblading/microshading for...,5.0,2019-08-16 21:30:41,ziRa7SxuAkhLYHT0MkX1KA
5,Maya S.,"I've just visited Hudson beauty bar. Such a hidden Jem in our town! The space is super clean and so beautiful, and Esther is just the nicest and so...",5.0,2019-10-16 13:13:12,ziRa7SxuAkhLYHT0MkX1KA
6,Shannon W.,"Granted I am writing this review three days after microshading, but I am so beyond thrilled with my results, I just had to tell the world (Or those willing...",5.0,2020-01-31 19:34:36,ziRa7SxuAkhLYHT0MkX1KA
7,Steph Y.,Never in a million years did I think I would get my face tattooed permanently or semi-permanently. For anyone that is doing microblading/microshading for...,5.0,2019-08-16 21:30:41,ziRa7SxuAkhLYHT0MkX1KA
8,Maya S.,"I've just visited Hudson beauty bar. Such a hidden Jem in our town! The space is super clean and so beautiful, and Esther is just the nicest and so...",5.0,2019-10-16 13:13:12,ziRa7SxuAkhLYHT0MkX1KA
0,Shannon B.,"My girl Natalie didn't just give me a tattoo she gave me my favorite tattoo. I brought in ""i am enough"" in my own handwriting and explained what i wanted...",5.0,2019-05-02 13:48:23,5vtrs8cOgp7exIbiq-k3kA
1,Andie Z.,"Ask for Rob!!!  He was awesome!!  This spot is clean, the staff is nice, and I would definitely recommend them!",5.0,2018-07-05 11:01:55,5vtrs8cOgp7exIbiq-k3kA
2,Jade A.,"Might be a good shop with some great artists, but ""ease"" is real lazy. Not only would he not even get out of his seat to examine my existing tattoo in which...",2.0,2018-10-17 16:26:38,5vtrs8cOgp7exIbiq-k3kA
3,Shannon B.,"My girl Natalie didn't just give me a tattoo she gave me my favorite tattoo. I brought in ""i am enough"" in my own handwriting and explained what i wanted...",5.0,2019-05-02 13:48:23,5vtrs8cOgp7exIbiq-k3kA
4,Andie Z.,"Ask for Rob!!!  He was awesome!!  This spot is clean, the staff is nice, and I would definitely recommend them!",5.0,2018-07-05 11:01:55,5vtrs8cOgp7exIbiq-k3kA
5,Jade A.,"Might be a good shop with some great artists, but ""ease"" is real lazy. Not only would he not even get out of his seat to examine my existing tattoo in which...",2.0,2018-10-17 16:26:38,5vtrs8cOgp7exIbiq-k3kA
6,Shannon B.,"My girl Natalie didn't just give me a tattoo she gave me my favorite tattoo. I brought in ""i am enough"" in my own handwriting and explained what i wanted...",5.0,2019-05-02 13:48:23,5vtrs8cOgp7exIbiq-k3kA
7,Andie Z.,"Ask for Rob!!!  He was awesome!!  This spot is clean, the staff is nice, and I would definitely recommend them!",5.0,2018-07-05 11:01:55,5vtrs8cOgp7exIbiq-k3kA
8,Jade A.,"Might be a good shop with some great artists, but ""ease"" is real lazy. Not only would he not even get out of his seat to examine my existing tattoo in which...",2.0,2018-10-17 16:26:38,5vtrs8cOgp7exIbiq-k3kA
0,Aidiann G.,Came for a piercing it was done by his son which was inexperienced so he pierced my tongue wrong by accident then his dad had to come n pierce it over there...,1.0,2019-05-02 11:34:30,xY2QB6ng5qPtOlYa0DtWLQ
1,Kim P.,"Great tattoo shop. I got six tattoos done here and I'm about to get my seventh, never had any problems. Very professional place.",5.0,2014-09-17 15:12:40,xY2QB6ng5qPtOlYa0DtWLQ
2,Imagine D.,"I went here for two tattoos, both were words and each time I went I was greeted right away. My first word was Arabic. For my second one, I had it loaded on...",4.0,2015-10-12 12:56:15,xY2QB6ng5qPtOlYa0DtWLQ
3,Aidiann G.,Came for a piercing it was done by his son which was inexperienced so he pierced my tongue wrong by accident then his dad had to come n pierce it over there...,1.0,2019-05-02 11:34:30,xY2QB6ng5qPtOlYa0DtWLQ
4,Kim P.,"Great tattoo shop. I got six tattoos done here and I'm about to get my seventh, never had any problems. Very professional place.",5.0,2014-09-17 15:12:40,xY2QB6ng5qPtOlYa0DtWLQ
5,Imagine D.,"I went here for two tattoos, both were words and each time I went I was greeted right away. My first word was Arabic. For my second one, I had it loaded on...",4.0,2015-10-12 12:56:15,xY2QB6ng5qPtOlYa0DtWLQ
6,Aidiann G.,Came for a piercing it was done by his son which was inexperienced so he pierced my tongue wrong by accident then his dad had to come n pierce it over there...,1.0,2019-05-02 11:34:30,xY2QB6ng5qPtOlYa0DtWLQ
7,Kim P.,"Great tattoo shop. I got six tattoos done here and I'm about to get my seventh, never had any problems. Very professional place.",5.0,2014-09-17 15:12:40,xY2QB6ng5qPtOlYa0DtWLQ
